"pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked","boat","body","home.dest","has_cabin_number"
3,1,333,1,19,0,0,385,7.8792,NA,NA,NA,NA,181,0
3,0,337,2,17,0,0,516,7.8958,NA,NA,NA,NA,NA,0
3,0,338,2,42,0,0,353,8.6625,NA,NA,NA,NA,NA,0
3,0,339,2,43,0,0,510,7.8958,NA,NA,NA,NA,NA,0
3,0,343,2,29.8811345124283,0,0,282,7.2292,NA,NA,NA,NA,NA,0
3,0,346,2,32,0,0,643,7.75,NA,NA,NA,NA,173,0
3,1,347,2,19,0,0,732,8.05,NA,NA,NA,NA,117,0
3,1,351,1,30,0,0,594,12.475,NA,NA,13,NA,342,0
3,0,353,1,24,0,0,624,7.75,NA,NA,NA,NA,173,0
3,1,354,1,23,0,0,894,8.05,NA,NA,NA,NA,210,0
3,0,355,2,33,0,0,525,7.8958,NA,NA,NA,51,16,0
3,0,359,2,65,0,0,400,7.75,NA,NA,NA,NA,NA,0
3,1,363,2,24,0,0,847,7.55,NA,NA,NA,NA,114,0
3,0,366,2,23,1,0,450,13.9,NA,NA,NA,NA,353,0
3,1,367,1,22,1,0,450,13.9,NA,NA,16,NA,353,0
3,0,369,2,18,0,0,545,7.775,NA,NA,NA,NA,335,0
3,0,371,2,16,0,0,452,7.775,NA,NA,NA,NA,180,0
3,0,372,2,45,0,0,439,6.975,NA,NA,NA,NA,103,0
3,0,373,2,29.8811345124283,0,0,270,7.225,NA,NA,NA,NA,NA,0
3,0,374,2,39,0,2,271,7.2292,NA,NA,NA,NA,331,0
3,0,375,2,17,1,1,286,7.2292,NA,NA,NA,NA,NA,0
3,0,376,2,15,1,1,291,7.2292,NA,NA,NA,NA,327,0
3,0,377,2,47,0,0,731,7.25,NA,NA,NA,NA,166,0
3,1,378,1,5,0,0,594,12.475,NA,NA,13,NA,237,0
3,0,379,2,29.8811345124283,0,0,239,7.225,NA,NA,NA,NA,NA,0
3,0,384,2,40.5,0,0,774,15.1,NA,NA,NA,187,NA,0
3,0,386,2,40.5,0,0,615,7.75,NA,NA,NA,68,11,0
3,1,391,2,29.8811345124283,0,0,878,7.05,NA,NA,15,NA,177,0
3,0,392,2,18,0,0,552,7.7958,NA,NA,NA,NA,NA,0
3,0,394,1,29.8811345124283,0,0,602,7.75,NA,NA,NA,NA,NA,0
3,0,396,2,29.8811345124283,0,0,599,7.75,NA,NA,NA,NA,NA,0
3,0,397,2,29.8811345124283,0,0,617,6.95,NA,NA,NA,NA,NA,0
3,0,399,2,26,0,0,376,7.8792,NA,NA,NA,NA,172,0
3,0,400,2,29.8811345124283,0,0,605,7.75,NA,NA,NA,NA,170,0
3,1,401,2,29.8811345124283,0,0,105,56.4958,NA,NA,13,NA,160,0
3,0,402,1,21,2,2,925,34.375,NA,NA,NA,NA,277,0
3,0,403,1,9,2,2,925,34.375,NA,NA,NA,NA,277,0
3,0,404,2,29.8811345124283,0,0,720,8.05,NA,NA,NA,NA,39,0
3,0,405,2,18,2,2,925,34.375,NA,NA,NA,NA,277,0
3,0,406,2,16,1,3,925,34.375,NA,NA,NA,NA,277,0
3,0,407,1,48,1,3,925,34.375,NA,NA,NA,NA,277,0
3,0,415,2,29.8811345124283,0,0,620,7.75,NA,NA,NA,NA,173,0
3,0,418,2,29.8811345124283,0,0,883,7.25,NA,NA,NA,NA,NA,0
3,0,434,2,25,0,0,621,7.7417,NA,NA,NA,NA,237,0
3,0,435,2,29.8811345124283,0,0,578,14.5,NA,NA,NA,NA,NA,0
3,0,441,2,29.8811345124283,0,0,538,7.8958,NA,NA,NA,NA,NA,0
3,0,449,2,22,0,0,104,8.05,NA,NA,NA,47,NA,0
3,1,452,1,16,0,0,576,7.7333,NA,NA,16,NA,71,0
3,1,454,1,29.8811345124283,0,0,398,7.75,NA,NA,13,NA,67,0
3,1,458,2,9,0,2,584,20.525,NA,NA,NA,NA,316,0
3,0,459,2,33,1,1,584,20.525,NA,NA,NA,NA,316,0
3,0,460,2,41,0,0,874,7.85,NA,NA,NA,NA,264,0
3,1,461,1,31,1,1,584,20.525,NA,NA,NA,NA,316,0
3,0,462,2,38,0,0,876,7.05,NA,NA,NA,NA,271,0
3,0,463,2,9,5,2,776,46.9,NA,NA,NA,NA,359,0
3,0,464,2,1,5,2,776,46.9,NA,NA,NA,NA,359,0
3,0,465,2,11,5,2,776,46.9,NA,NA,NA,NA,359,0
3,0,466,1,10,5,2,776,46.9,NA,NA,NA,NA,359,0
3,0,467,1,16,5,2,776,46.9,NA,NA,NA,NA,359,0
3,0,468,2,14,5,2,776,46.9,NA,NA,NA,NA,359,0
3,0,469,2,40,1,6,776,46.9,NA,NA,NA,NA,359,0
3,0,470,1,43,1,6,776,46.9,NA,NA,NA,NA,359,0
3,0,475,2,51,0,0,134,8.05,NA,NA,NA,NA,97,0
3,0,479,2,32,0,0,702,8.3625,NA,NA,NA,NA,124,0
3,0,480,2,29.8811345124283,0,0,654,8.05,NA,NA,NA,NA,NA,0
3,0,482,2,20,0,0,692,9.8458,NA,NA,NA,NA,350,0
3,0,483,2,37,2,0,332,7.925,NA,NA,NA,98,280,0
3,0,484,2,28,2,0,333,7.925,NA,NA,NA,NA,280,0
3,0,485,2,19,0,0,447,7.775,NA,NA,NA,NA,234,0
3,0,486,1,24,0,0,520,8.85,NA,NA,NA,NA,NA,0
3,0,487,1,17,0,0,740,7.7333,NA,NA,NA,NA,NA,0
3,0,488,2,29.8811345124283,1,0,681,19.9667,NA,NA,NA,NA,NA,0
3,0,489,2,29.8811345124283,1,0,682,19.9667,NA,NA,NA,NA,NA,0
3,0,490,2,28,1,0,914,15.85,NA,NA,NA,NA,NA,0
3,1,491,1,24,1,0,914,15.85,NA,NA,15,NA,NA,0
3,0,495,2,20,0,0,423,9.5,NA,NA,NA,NA,NA,0
3,0,496,2,23.5,0,0,289,7.2292,NA,NA,NA,188,NA,0
3,0,497,2,41,2,0,547,14.1083,NA,NA,NA,NA,NA,0
3,0,498,2,26,1,0,546,7.8542,NA,NA,NA,NA,NA,0
3,0,499,2,21,0,0,548,7.8542,NA,NA,NA,69,NA,0
3,1,500,1,45,1,0,547,14.1083,NA,NA,11,NA,NA,0
3,0,504,1,29.8811345124283,0,0,926,7.55,NA,NA,NA,NA,NA,0
3,0,505,2,25,0,0,652,7.25,NA,NA,NA,NA,NA,0
3,0,518,2,29.8811345124283,0,0,671,6.8583,NA,NA,NA,NA,NA,0
3,0,521,2,11,0,0,295,18.7875,NA,NA,NA,NA,NA,0
3,1,527,1,29.8811345124283,0,0,642,7.75,NA,NA,16,NA,NA,0
3,1,528,2,27,0,0,466,6.975,NA,NA,15,NA,NA,0
3,1,529,2,29.8811345124283,0,0,105,56.4958,NA,NA,NA,NA,NA,0
3,0,530,1,18,0,0,604,6.75,NA,NA,NA,NA,NA,0
3,1,531,1,26,0,0,915,7.925,NA,NA,NA,NA,NA,0
3,0,532,1,23,0,0,917,7.925,NA,NA,NA,NA,NA,0
3,1,533,1,22,0,0,697,8.9625,NA,NA,NA,NA,NA,0
3,0,534,2,28,0,0,527,7.8958,NA,NA,NA,306,NA,0
3,0,535,1,28,0,0,463,7.775,NA,NA,NA,NA,NA,0
3,0,536,1,29.8811345124283,0,0,657,7.75,NA,NA,NA,NA,NA,0
3,1,550,1,2,0,1,339,12.2875,NA,NA,15,NA,NA,0
3,1,551,1,22,1,1,339,12.2875,NA,NA,15,NA,NA,0
3,0,560,2,43,0,0,745,6.45,NA,NA,NA,NA,NA,0
3,0,561,2,28,0,0,744,22.525,NA,NA,NA,NA,NA,0
3,1,565,1,27,0,0,916,7.925,NA,NA,NA,NA,NA,0
3,0,567,2,29.8811345124283,0,0,644,7.75,NA,NA,NA,NA,NA,0
3,1,569,1,29.8811345124283,0,0,706,8.05,NA,NA,NA,NA,NA,0
3,0,575,2,42,0,0,480,7.65,NA,NA,NA,120,NA,1
3,1,577,2,29.8811345124283,0,0,436,7.8875,NA,NA,NA,NA,NA,0
3,0,578,2,30,0,0,281,7.2292,NA,NA,NA,NA,NA,0
3,0,581,2,29.8811345124283,0,0,504,7.8958,NA,NA,NA,NA,NA,0
3,0,582,1,27,1,0,912,7.925,NA,NA,NA,NA,NA,0
3,0,583,1,25,1,0,913,7.925,NA,NA,NA,NA,NA,0
3,0,586,2,29.8811345124283,0,0,485,7.8958,NA,NA,NA,NA,NA,0
3,1,589,2,29,0,0,524,7.8958,NA,NA,15,NA,NA,0
3,1,590,2,21,0,0,550,7.7958,NA,NA,NA,NA,NA,0
3,0,591,2,29.8811345124283,0,0,875,7.05,NA,NA,NA,NA,NA,0
3,0,596,2,20,0,0,559,7.8542,NA,NA,NA,NA,NA,0
3,0,597,2,48,0,0,557,7.8542,NA,NA,NA,NA,NA,0
3,0,598,2,17,1,0,558,7.0542,NA,NA,NA,NA,NA,0
3,1,599,1,29.8811345124283,0,0,103,7.75,NA,NA,NA,NA,NA,0
3,1,601,2,29.8811345124283,0,0,684,8.1125,NA,NA,13,NA,NA,0
3,0,602,2,34,0,0,328,6.4958,NA,NA,NA,143,NA,0
3,1,603,2,26,0,0,448,7.775,NA,NA,15,NA,NA,0
3,0,604,2,22,0,0,560,7.7958,NA,NA,NA,156,NA,0
3,0,605,2,33,0,0,694,8.6542,NA,NA,NA,285,NA,0
3,0,606,2,31,0,0,441,7.775,NA,NA,NA,NA,NA,0
3,0,607,2,29,0,0,473,7.8542,NA,NA,NA,NA,NA,0
3,1,608,2,4,1,1,478,11.1333,NA,NA,15,NA,NA,0
3,1,609,1,1,1,1,478,11.1333,NA,NA,15,NA,NA,0
3,0,610,2,49,0,0,788,0,NA,NA,NA,NA,NA,0
3,0,611,2,33,0,0,440,7.775,NA,NA,NA,37,NA,0
3,0,612,2,19,0,0,788,0,NA,NA,NA,NA,NA,0
3,1,613,1,27,0,2,478,11.1333,NA,NA,15,NA,NA,0
3,0,614,2,29.8811345124283,1,2,924,23.45,NA,NA,NA,NA,NA,0
3,0,615,1,29.8811345124283,1,2,924,23.45,NA,NA,NA,NA,NA,0
3,0,616,2,29.8811345124283,1,2,924,23.45,NA,NA,NA,NA,NA,0
3,0,617,1,29.8811345124283,1,2,924,23.45,NA,NA,NA,NA,NA,0
3,0,619,2,23,0,0,488,7.8958,NA,NA,NA,NA,NA,0
3,1,620,2,32,0,0,573,7.8542,NA,NA,15,NA,NA,0
3,0,621,2,27,0,0,569,7.8542,NA,NA,NA,NA,NA,0
3,0,623,1,20,1,0,675,9.825,NA,NA,NA,NA,NA,0
3,0,624,1,21,1,0,676,9.825,NA,NA,NA,NA,NA,0
3,1,625,2,32,0,0,905,7.925,NA,NA,15,NA,NA,0
3,0,626,2,17,0,0,901,7.125,NA,NA,NA,NA,NA,0
3,0,627,2,21,0,0,703,8.4333,NA,NA,NA,NA,NA,0
3,0,630,2,30,0,0,530,7.8958,NA,NA,NA,NA,NA,0
3,1,631,2,21,0,0,561,7.7958,NA,NA,13,NA,NA,0
3,0,632,2,33,0,0,471,7.8542,NA,NA,NA,NA,NA,0
3,0,633,2,22,0,0,563,7.5208,NA,NA,NA,NA,NA,0
3,1,635,1,4,0,1,540,13.4167,NA,NA,15,NA,NA,0
3,1,636,2,39,0,1,540,13.4167,NA,NA,15,NA,NA,0
3,0,637,2,29.8811345124283,0,0,296,7.2292,NA,NA,NA,NA,NA,0
3,0,638,2,18.5,0,0,278,7.2292,NA,NA,NA,58,NA,0
3,0,640,2,29.8811345124283,0,0,86,7.75,NA,NA,NA,NA,NA,0
3,0,642,2,29.8811345124283,0,0,369,7.25,NA,NA,NA,NA,NA,0
3,1,644,1,29.8811345124283,0,0,705,7.75,NA,NA,16,NA,NA,0
3,1,645,1,29.8811345124283,0,0,102,7.75,NA,NA,NA,NA,NA,0
3,0,646,2,34.5,0,0,377,7.8292,NA,NA,NA,70,NA,0
3,0,646,2,44,0,0,586,8.05,NA,NA,NA,NA,NA,0
3,1,648,2,29.8811345124283,0,0,626,7.75,NA,NA,NA,NA,NA,0
3,0,652,2,29.8811345124283,1,0,255,14.4542,NA,NA,NA,NA,NA,0
3,0,653,1,29.8811345124283,1,0,255,14.4542,NA,NA,NA,NA,NA,0
3,0,654,2,29.8811345124283,1,0,610,7.75,NA,NA,NA,NA,NA,0
3,0,655,2,29.8811345124283,1,0,612,7.75,NA,NA,NA,NA,NA,0
3,0,656,2,29.8811345124283,0,0,622,7.7375,NA,NA,NA,NA,NA,0
3,0,662,1,22,2,0,365,8.6625,NA,NA,NA,NA,NA,0
3,0,663,2,26,2,0,364,8.6625,NA,NA,NA,NA,NA,0
3,1,659,1,4,0,2,366,22.025,NA,NA,2,NA,NA,0
3,1,660,2,29,3,1,366,22.025,NA,NA,2,NA,NA,0
3,1,661,1,26,1,1,366,22.025,NA,NA,2,NA,NA,0
3,0,666,1,1,1,1,566,12.1833,NA,NA,NA,NA,NA,0
3,0,667,2,18,1,1,565,7.8542,NA,NA,NA,NA,NA,0
3,0,668,1,36,0,2,566,12.1833,NA,NA,NA,NA,NA,0
3,0,670,2,29.8811345124283,0,0,537,7.8958,NA,NA,NA,NA,NA,0
3,1,671,2,25,0,0,249,7.2292,NA,NA,10,NA,NA,1
3,0,674,2,29.8811345124283,0,0,233,7.225,NA,NA,NA,NA,NA,0
3,0,677,1,37,0,0,674,9.5875,NA,NA,NA,NA,NA,0
3,0,678,2,29.8811345124283,0,0,501,7.8958,NA,NA,NA,NA,NA,0
3,1,679,2,29.8811345124283,0,0,105,56.4958,NA,NA,NA,NA,NA,0
3,0,680,2,29.8811345124283,0,0,105,56.4958,NA,NA,NA,NA,NA,0
3,1,682,1,22,0,0,747,7.25,NA,NA,13,NA,NA,0
3,0,683,2,29.8811345124283,0,0,701,7.75,NA,NA,NA,NA,NA,0
3,1,684,2,26,0,0,105,56.4958,NA,NA,14,NA,NA,0
3,0,690,2,29,0,0,695,9.4833,NA,NA,NA,NA,NA,0
3,0,691,2,29,0,0,445,7.775,NA,NA,NA,NA,NA,0
3,0,689,2,22,0,0,443,7.775,NA,NA,NA,NA,NA,0
3,1,693,2,22,0,0,229,7.225,NA,NA,6,NA,NA,0
3,0,694,2,29.8811345124283,3,1,672,25.4667,NA,NA,NA,NA,NA,0
3,0,695,1,29.8811345124283,3,1,672,25.4667,NA,NA,NA,NA,NA,0
3,0,696,1,29.8811345124283,3,1,672,25.4667,NA,NA,NA,NA,NA,0
3,0,697,1,29.8811345124283,3,1,672,25.4667,NA,NA,NA,NA,NA,0
3,0,698,1,29.8811345124283,0,4,672,25.4667,NA,NA,NA,NA,NA,0
3,0,700,2,32,0,0,909,7.925,NA,NA,NA,NA,NA,0
3,0,702,2,34.5,0,0,279,6.4375,NA,NA,NA,196,NA,0
3,0,704,1,29.8811345124283,1,0,638,15.5,NA,NA,NA,NA,NA,0
3,0,705,2,29.8811345124283,1,0,638,15.5,NA,NA,NA,NA,NA,0
3,0,706,2,36,0,0,788,0,NA,NA,NA,NA,NA,0
3,0,708,2,39,0,0,715,24.15,NA,NA,NA,NA,NA,0
3,0,713,2,24,0,0,433,9.5,NA,NA,NA,NA,NA,0
3,0,714,1,25,0,0,449,7.775,NA,NA,NA,NA,NA,0
3,0,715,1,45,0,0,451,7.75,NA,NA,NA,NA,NA,0
3,0,717,2,36,1,0,543,15.55,NA,NA,NA,NA,NA,0
3,0,718,1,30,1,0,543,15.55,NA,NA,NA,NA,NA,0
3,1,719,2,20,1,0,904,7.925,NA,NA,15,NA,NA,0
3,0,721,2,29.8811345124283,0,0,389,7.8792,NA,NA,NA,NA,NA,0
3,0,724,2,28,0,0,105,56.4958,NA,NA,NA,NA,NA,0
3,0,726,2,29.8811345124283,0,0,844,7.55,NA,NA,NA,NA,NA,0
3,0,727,2,30,1,0,735,16.1,NA,NA,NA,NA,NA,0
3,0,728,1,26,1,0,735,16.1,NA,NA,NA,NA,NA,0
3,0,729,2,29.8811345124283,0,0,84,7.8792,NA,NA,NA,153,NA,0
3,0,735,2,20.5,0,0,723,7.25,NA,NA,NA,NA,NA,0
3,1,736,2,27,0,0,363,8.6625,NA,NA,15,NA,NA,0
3,0,737,2,51,0,0,479,7.0542,NA,NA,NA,NA,NA,0
3,1,738,1,23,0,0,475,7.8542,NA,NA,10,NA,NA,0
3,1,739,2,32,0,0,564,7.5792,NA,NA,15,NA,NA,0
3,0,741,2,29.8811345124283,0,0,519,7.8958,NA,NA,NA,NA,NA,0
3,0,743,2,29.8811345124283,0,0,771,7.55,NA,NA,NA,NA,NA,0
3,1,744,1,29.8811345124283,0,0,637,7.75,NA,NA,15,NA,NA,0
3,1,746,2,24,0,0,743,7.1417,NA,NA,13,NA,NA,0
3,0,747,2,22,0,0,902,7.125,NA,NA,NA,NA,NA,0
3,0,749,1,29.8811345124283,0,0,381,7.8792,NA,NA,NA,NA,NA,0
3,0,750,2,29.8811345124283,0,0,741,7.75,NA,NA,NA,NA,NA,0
3,0,752,2,29.8811345124283,0,0,738,8.05,NA,NA,NA,NA,NA,0
3,0,753,2,29,0,0,898,7.925,NA,NA,NA,NA,NA,0
3,1,758,2,29.8811345124283,0,0,273,7.2292,NA,NA,15,NA,NA,0
3,0,759,1,30.5,0,0,598,7.75,NA,NA,NA,61,NA,0
3,1,761,1,29.8811345124283,0,0,623,7.7375,NA,NA,16,NA,NA,0
3,0,762,2,29.8811345124283,0,0,250,7.2292,NA,NA,NA,NA,NA,1
3,0,764,2,35,0,0,497,7.8958,NA,NA,NA,NA,NA,0
3,0,765,2,33,0,0,541,7.8958,NA,NA,NA,NA,NA,0
3,1,768,1,29.8811345124283,0,0,244,7.225,NA,NA,NA,NA,NA,0
3,0,769,2,29.8811345124283,0,0,539,7.8958,NA,NA,NA,NA,NA,0
3,1,774,1,29.8811345124283,0,0,663,7.75,NA,NA,NA,NA,NA,0
3,1,776,2,29.8811345124283,0,0,611,7.75,NA,NA,NA,NA,NA,0
3,1,777,1,29.8811345124283,2,0,609,23.25,NA,NA,16,NA,NA,0
3,1,778,1,29.8811345124283,2,0,609,23.25,NA,NA,16,NA,NA,0
3,1,779,2,29.8811345124283,2,0,609,23.25,NA,NA,16,NA,NA,0
3,1,782,1,29.8811345124283,0,0,383,7.7875,NA,NA,13,NA,NA,0
3,0,783,2,29.8811345124283,0,0,607,15.5,NA,NA,NA,NA,NA,0
3,1,785,1,29.8811345124283,0,0,382,7.8792,NA,NA,13,NA,NA,0
3,1,786,1,15,0,0,380,8.0292,NA,NA,NA,NA,NA,0
3,0,787,1,35,0,0,704,7.75,NA,NA,NA,NA,NA,0
3,0,789,2,29.8811345124283,0,0,639,7.75,NA,NA,NA,NA,NA,0
3,0,790,2,24,1,0,656,16.1,NA,NA,NA,NA,NA,0
3,0,791,1,19,1,0,656,16.1,NA,NA,NA,53,NA,0
3,0,792,1,29.8811345124283,0,0,635,7.75,NA,NA,NA,NA,NA,0
3,0,793,1,29.8811345124283,0,0,886,8.05,NA,NA,NA,NA,NA,0
3,0,794,1,29.8811345124283,0,0,409,8.05,NA,NA,NA,NA,NA,0
3,0,798,2,55.5,0,0,710,8.05,NA,NA,NA,201,NA,0
3,0,799,2,29.8811345124283,0,0,625,7.75,NA,NA,NA,NA,NA,0
3,1,803,2,21,0,0,416,7.775,NA,NA,15,NA,NA,0
3,0,804,2,29.8811345124283,0,0,579,8.05,NA,NA,NA,NA,NA,0
3,0,810,2,24,0,0,517,7.8958,NA,NA,NA,NA,NA,0
3,0,811,2,21,0,0,495,7.8958,NA,NA,NA,NA,NA,0
3,0,812,2,28,0,0,491,7.8958,NA,NA,NA,NA,NA,0
3,0,814,2,29.8811345124283,0,0,505,7.8958,NA,NA,NA,NA,NA,0
3,1,816,1,29.8811345124283,0,0,392,7.8792,NA,NA,16,NA,NA,0
3,0,817,2,25,0,0,482,7.65,NA,NA,NA,309,NA,1
3,1,820,2,6,0,1,670,12.475,NA,NA,14,NA,NA,1
3,1,821,1,27,0,1,670,12.475,NA,NA,14,NA,NA,1
3,0,823,2,29.8811345124283,0,0,739,8.05,NA,NA,NA,NA,NA,0
3,1,824,1,29.8811345124283,1,0,647,24.15,NA,NA,16,NA,NA,0
3,0,825,2,29.8811345124283,1,0,647,24.15,NA,NA,NA,NA,NA,0
3,0,826,2,29.8811345124283,0,0,374,8.4583,NA,NA,NA,NA,NA,0
3,0,829,2,34,0,0,591,8.05,NA,NA,NA,NA,NA,0
3,0,830,2,29.8811345124283,0,0,649,7.75,NA,NA,NA,NA,NA,0
3,1,831,2,29.8811345124283,0,0,342,7.775,NA,NA,NA,NA,NA,0
3,1,832,2,29.8811345124283,1,1,256,15.2458,NA,NA,NA,NA,NA,0
3,1,833,2,29.8811345124283,1,1,256,15.2458,NA,NA,NA,NA,NA,0
3,1,834,1,29.8811345124283,0,2,256,15.2458,NA,NA,NA,NA,NA,0
3,1,835,1,29.8811345124283,0,0,235,7.2292,NA,NA,NA,NA,NA,0
3,0,836,2,29.8811345124283,0,0,651,8.05,NA,NA,NA,NA,NA,0
3,1,838,1,29.8811345124283,0,0,577,7.7333,NA,NA,16,NA,NA,0
3,1,839,1,24,0,0,661,7.75,NA,NA,15,NA,NA,0
3,0,840,2,29.8811345124283,0,0,708,8.05,NA,NA,NA,NA,NA,0
3,1,841,1,29.8811345124283,1,0,613,15.5,NA,NA,16,NA,NA,0
3,1,842,1,29.8811345124283,1,0,613,15.5,NA,NA,16,NA,NA,0
3,1,843,1,29.8811345124283,0,0,607,15.5,NA,NA,16,NA,NA,0
3,0,844,2,18,0,0,456,7.75,NA,NA,NA,NA,NA,0
3,0,846,2,22,0,0,490,7.8958,NA,NA,NA,NA,NA,0
3,1,847,1,15,0,0,262,7.225,NA,NA,NA,NA,NA,0
3,1,848,1,1,0,2,248,15.7417,NA,NA,NA,NA,NA,0
3,1,849,2,20,1,1,248,15.7417,NA,NA,NA,NA,NA,0
3,1,850,1,19,1,1,248,15.7417,NA,NA,NA,NA,NA,0
3,0,851,2,33,0,0,709,8.05,NA,NA,NA,NA,NA,0
3,0,852,2,29.8811345124283,0,0,502,7.8958,NA,NA,NA,NA,NA,0
3,0,853,2,29.8811345124283,0,0,247,7.2292,NA,NA,NA,NA,NA,0
3,0,857,1,29.8811345124283,0,0,606,7.75,NA,NA,NA,NA,NA,0
3,0,861,2,29.8811345124283,0,0,518,7.8958,NA,NA,NA,NA,NA,0
3,1,869,2,12,1,0,246,11.2417,NA,NA,NA,NA,NA,0
3,1,870,1,14,1,0,246,11.2417,NA,NA,NA,NA,NA,0
3,0,871,1,29,0,0,338,7.925,NA,NA,NA,NA,NA,0
3,0,872,2,28,0,0,587,8.05,NA,NA,NA,NA,NA,0
3,1,873,1,18,0,0,444,7.775,NA,NA,NA,NA,NA,0
3,1,874,1,26,0,0,476,7.8542,NA,NA,13,NA,NA,0
3,0,875,2,21,0,0,571,7.8542,NA,NA,NA,NA,NA,0
3,0,876,2,41,0,0,887,7.125,NA,NA,NA,NA,121,0
3,1,877,2,39,0,0,907,7.925,NA,NA,9,NA,NA,0
3,0,879,2,21,0,0,719,7.8,NA,NA,NA,NA,NA,0
3,0,881,2,28.5,0,0,293,7.2292,NA,NA,NA,181,NA,0
3,1,883,1,22,0,0,459,7.75,NA,NA,13,NA,NA,0
3,0,884,2,61,0,0,414,6.2375,NA,NA,NA,NA,NA,0
3,0,885,2,29.8811345124283,1,0,634,15.5,NA,NA,NA,NA,NA,0
3,0,886,2,29.8811345124283,0,0,391,7.8292,NA,NA,NA,NA,NA,0
3,1,887,1,29.8811345124283,1,0,634,15.5,NA,NA,NA,NA,NA,0
3,0,888,2,29.8811345124283,0,0,393,7.7333,NA,NA,NA,NA,NA,0
3,0,889,2,29.8811345124283,0,0,645,7.75,NA,NA,NA,NA,NA,0
3,0,890,2,29.8811345124283,0,0,608,7.75,NA,NA,NA,NA,NA,0
3,0,897,2,23,0,0,691,9.225,NA,NA,NA,NA,NA,0
3,0,891,1,29.8811345124283,0,0,600,7.75,NA,NA,NA,NA,NA,0
3,1,892,1,29.8811345124283,0,0,101,7.75,NA,NA,NA,NA,NA,0
3,1,893,1,29.8811345124283,0,0,386,7.8792,NA,NA,NA,NA,NA,0
3,1,898,1,22,0,0,462,7.775,NA,NA,NA,NA,NA,0
3,1,894,2,29.8811345124283,0,0,619,7.75,NA,NA,NA,NA,NA,0
3,1,895,1,29.8811345124283,0,0,378,7.8292,NA,NA,13,NA,NA,0
3,1,900,2,9,0,1,742,3.1708,NA,NA,13,NA,NA,0
3,0,901,2,28,0,0,744,22.525,NA,NA,NA,173,NA,0
3,0,902,2,42,0,1,678,8.4042,NA,NA,NA,NA,NA,0
3,0,903,2,29.8811345124283,0,0,787,7.3125,NA,NA,NA,NA,NA,0
3,0,904,1,31,0,0,568,7.8542,NA,NA,NA,NA,NA,0
3,0,905,2,28,0,0,470,7.8542,NA,NA,NA,NA,NA,0
3,1,906,2,32,0,0,457,7.775,NA,NA,NA,NA,NA,0
3,0,907,2,20,0,0,685,9.225,NA,NA,NA,89,252,0
3,0,909,1,23,0,0,350,8.6625,NA,NA,NA,NA,NA,0
3,0,910,1,20,0,0,361,8.6625,NA,NA,NA,NA,NA,0
3,0,911,2,20,0,0,359,8.6625,NA,NA,NA,NA,NA,0
3,0,912,2,16,0,0,692,9.2167,NA,NA,NA,NA,NA,0
3,1,913,1,31,0,0,528,8.6833,NA,NA,NA,NA,NA,0
3,0,896,1,29.8811345124283,0,0,375,7.6292,NA,NA,NA,NA,NA,0
3,0,922,2,2,3,1,542,21.075,NA,NA,NA,4,NA,0
3,0,923,2,6,3,1,542,21.075,NA,NA,NA,NA,NA,0
3,0,924,1,3,3,1,542,21.075,NA,NA,NA,NA,NA,0
3,0,925,1,8,3,1,542,21.075,NA,NA,NA,NA,NA,0
3,0,926,1,29,0,4,542,21.075,NA,NA,NA,206,NA,0
3,0,927,2,1,4,1,336,39.6875,NA,NA,NA,NA,NA,0
3,0,928,2,7,4,1,336,39.6875,NA,NA,NA,NA,NA,0
3,0,929,2,2,4,1,336,39.6875,NA,NA,NA,NA,NA,0
3,0,930,2,16,4,1,336,39.6875,NA,NA,NA,NA,NA,0
3,0,931,2,14,4,1,336,39.6875,NA,NA,NA,NA,NA,0
3,0,932,1,41,0,5,336,39.6875,NA,NA,NA,NA,NA,0
3,0,938,2,21,0,0,362,8.6625,NA,NA,NA,NA,NA,0
3,0,939,2,19,0,0,578,14.5,NA,NA,NA,NA,NA,0
3,0,940,2,29.8811345124283,0,0,402,8.7125,NA,NA,NA,NA,NA,0
3,0,941,2,32,0,0,526,7.8958,NA,NA,NA,NA,NA,0
3,0,943,2,0.75,1,1,884,13.775,NA,NA,NA,NA,NA,0
3,0,944,1,3,1,1,884,13.775,NA,NA,NA,NA,NA,0
3,0,945,1,26,0,2,884,13.775,NA,NA,NA,NA,NA,0
3,0,946,2,29.8811345124283,0,0,411,7,NA,NA,NA,NA,NA,0
3,0,949,2,29.8811345124283,0,0,415,7.775,NA,NA,NA,NA,NA,0
3,0,950,2,29.8811345124283,0,0,727,8.05,NA,NA,NA,NA,NA,0
3,0,951,2,21,0,0,911,7.925,NA,NA,NA,NA,NA,0
3,0,952,2,25,0,0,908,7.925,NA,NA,NA,NA,NA,0
3,0,956,2,22,0,0,724,7.25,NA,NA,NA,NA,NA,0
3,1,959,2,25,1,0,461,7.775,NA,NA,15,NA,NA,0
3,1,961,2,29.8811345124283,1,1,263,22.3583,NA,NA,NA,NA,NA,0
3,1,962,1,29.8811345124283,1,1,263,22.3583,NA,NA,NA,NA,NA,1
3,1,963,1,29.8811345124283,0,2,263,22.3583,NA,NA,NA,NA,NA,0
3,0,964,1,29.8811345124283,0,0,384,8.1375,NA,NA,NA,NA,NA,0
